id,title,overview,genres,keywords,cast,director,release_date,release_year,runtime,vote_average,vote_count,popularity,tags
8963,Crimson Tide,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.","['Action', 'Thriller', 'Drama']","['submarine', 'mutiny', 'russia', 'missile', 'nuclearmissile', 'embassy', 'u.s.navy', 'battleforpower', 'torpedo', 'military', 'moraldilemma', 'postcoldwar']","['DenzelWashington', 'GeneHackman', 'MattCraven', 'GeorgeDzundza', 'ViggoMortensen']",TonyScott,1995-05-12,1995.0,116.0,7.0,498,20.334629,on a us nuclear missile sub a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so action thriller drama action thriller drama action thriller drama action thriller drama action thriller drama submarine mutiny russia missile nuclearmissile embassy u s navy battleforpower torpedo military moraldilemma postcoldwar submarine mutiny russia missile nuclearmissile embassy u s navy battleforpower torpedo military moraldilemma postcoldwar submarine mutiny russia missile nuclearmissile embassy u s navy battleforpower torpedo military moraldilemma postcoldwar submarine mutiny russia missile nuclearmissile embassy u s navy battleforpower torpedo military moraldilemma postcoldwar denzelwashington genehackman mattcraven georgedzundza viggomortensen denzelwashington genehackman mattcraven georgedzundza viggomortensen tonyscott tonyscott tonyscott tonyscott tonyscott tonyscott 1995
306,Beverly Hills Cop III,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.","['Action', 'Comedy', 'Crime']","['detective', 'undercover', 'securitycamera', 'carousel', 'investigation', 'weapon', 'sequel', 'rescue', 'counterfeit', 'shootout', 'dirtycop', 'gunfight']","['EddieMurphy', 'JudgeReinhold', 'HéctorElizondo', 'GilbertR.Hill', 'TimothyCarhart']",JohnLandis,1994-05-24,1994.0,104.0,5.5,434,20.333953,back in sunny southern california and on the trail of two murderers axel foley again teams up with la cop billy rosewood soon they discover that an amusement park is being used as a front for a massive counterfeiting ring and it s run by the same gang that shot billy s boss action comedy crime action comedy crime action comedy crime action comedy crime action comedy crime detective undercover securitycamera carousel investigation weapon sequel rescue counterfeit shootout dirtycop gunfight detective undercover securitycamera carousel investigation weapon sequel rescue counterfeit shootout dirtycop gunfight detective undercover securitycamera carousel investigation weapon sequel rescue counterfeit shootout dirtycop gunfight detective undercover securitycamera carousel investigation weapon sequel rescue counterfeit shootout dirtycop gunfight eddiemurphy judgereinhold h ctorelizondo gilbertr hill timothycarhart eddiemurphy judgereinhold h ctorelizondo gilbertr hill timothycarhart johnlandis johnlandis johnlandis johnlandis johnlandis johnlandis 1994
11023,Thirteen,"Tracy is a normal 13-year-old trying to make it in school. After befriending the most popular girl at school, Evie, Tracy's world is turned upside down when Evie introduces her to a world of sex, drugs and cash. But it isn't long before Tracy's new world and attitude finally takes a toll on her, her family, and old friends.","['Crime', 'Drama']","['cheating', 'dysfunctionalfamily', 'teenangst', 'underagedrinking', 'domesticviolence', 'makeover', 'drugoverdose', 'teacherstudentrelationship', 'streetlife', 'movietheater', 'razorblade', 'tattooshop']","['EvanRachelWood', 'NikkiReed', 'VanessaHudgens', 'HollyHunter', 'BradyCorbet']",CatherineHardwicke,2003-08-20,2003.0,100.0,6.7,339,20.331593,tracy is a normal 13 year old trying to make it in school after befriending the most popular girl at school evie tracy s world is turned upside down when evie introduces her to a world of sex drugs and cash but it isn t long before tracy s new world and attitude finally takes a toll on her her family and old friends crime drama crime drama crime drama crime drama crime drama cheating dysfunctionalfamily teenangst underagedrinking domesticviolence makeover drugoverdose teacherstudentrelationship streetlife movietheater razorblade tattooshop cheating dysfunctionalfamily teenangst underagedrinking domesticviolence makeover drugoverdose teacherstudentrelationship streetlife movietheater razorblade tattooshop cheating dysfunctionalfamily teenangst underagedrinking domesticviolence makeover drugoverdose teacherstudentrelationship streetlife movietheater razorblade tattooshop cheating dysfunctionalfamily teenangst underagedrinking domesticviolence makeover drugoverdose teacherstudentrelationship streetlife movietheater razorblade tattooshop evanrachelwood nikkireed vanessahudgens hollyhunter bradycorbet evanrachelwood nikkireed vanessahudgens hollyhunter bradycorbet catherinehardwicke catherinehardwicke catherinehardwicke catherinehardwicke catherinehardwicke catherinehardwicke 2003
82990,Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",['Horror'],"['garage', 'poltergeist', 'webcam', 'imaginaryfriend', 'bathtub', 'tricycle', 'foundfootage', 'laptopcomputer', 'videotape', 'evilchild', 'levitation', 'aftercreditsstinger']","['KatieFeatherston', 'KathrynNewton', 'MattShively', 'AidenLovekamp', 'BradyAllen']",HenryJoost,2012-10-17,2012.0,95.0,5.2,563,20.326337,it has been five years since the disappearance of katie and hunter and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in horror horror horror horror horror garage poltergeist webcam imaginaryfriend bathtub tricycle foundfootage laptopcomputer videotape evilchild levitation aftercreditsstinger garage poltergeist webcam imaginaryfriend bathtub tricycle foundfootage laptopcomputer videotape evilchild levitation aftercreditsstinger garage poltergeist webcam imaginaryfriend bathtub tricycle foundfootage laptopcomputer videotape evilchild levitation aftercreditsstinger garage poltergeist webcam imaginaryfriend bathtub tricycle foundfootage laptopcomputer videotape evilchild levitation aftercreditsstinger katiefeatherston kathrynnewton mattshively aidenlovekamp bradyallen katiefeatherston kathrynnewton mattshively aidenlovekamp bradyallen henryjoost henryjoost henryjoost henryjoost henryjoost henryjoost 2012
10316,The Ides of March,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,['Drama'],"['ohio', 'politics', 'dirtytricks', 'presidentialcampaign', 'endorsement', 'campaignspeech', 'presidentialdebate']","['RyanGosling', 'GeorgeClooney', 'PhilipSeymourHoffman', 'PaulGiamatti', 'EvanRachelWood']",GeorgeClooney,2011-09-24,2011.0,101.0,6.5,910,20.317469,dirty tricks stand to soil an ambitious young press spokesman s idealism in a cutthroat presidential campaign where victory is relative drama drama drama drama drama ohio politics dirtytricks presidentialcampaign endorsement campaignspeech presidentialdebate ohio politics dirtytricks presidentialcampaign endorsement campaignspeech presidentialdebate ohio politics dirtytricks presidentialcampaign endorsement campaignspeech presidentialdebate ohio politics dirtytricks presidentialcampaign endorsement campaignspeech presidentialdebate ryangosling georgeclooney philipseymourhoffman paulgiamatti evanrachelwood ryangosling georgeclooney philipseymourhoffman paulgiamatti evanrachelwood georgeclooney georgeclooney georgeclooney georgeclooney georgeclooney georgeclooney 2011
239678,This Is Where I Leave You,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.","['Drama', 'Comedy']","['basedonnovel', 'funeral', 'dysfunctionalfamily', 'deathoffather', 'manchild', 'family', 'mourning', 'grieving']","['JasonBateman', 'TinaFey', 'AdamDriver', 'RoseByrne', 'CoreyStoll']",ShawnLevy,2014-09-10,2014.0,103.0,6.5,505,20.311684,when their father passes away four grown world weary siblings return to their childhood home and are requested with an admonition to stay there together for a week along with their free speaking mother and a collection of spouses exes and might have beens as the brothers and sisters re examine their shared history and the status of each tattered relationship among those who know and love them best they reconnect in hysterically funny and emotionally significant ways drama comedy drama comedy drama comedy drama comedy drama comedy basedonnovel funeral dysfunctionalfamily deathoffather manchild family mourning grieving basedonnovel funeral dysfunctionalfamily deathoffather manchild family mourning grieving basedonnovel funeral dysfunctionalfamily deathoffather manchild family mourning grieving basedonnovel funeral dysfunctionalfamily deathoffather manchild family mourning grieving jasonbateman tinafey adamdriver rosebyrne coreystoll jasonbateman tinafey adamdriver rosebyrne coreystoll shawnlevy shawnlevy shawnlevy shawnlevy shawnlevy shawnlevy 2014
243940,The Lazarus Effect,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.","['Thriller', 'Horror']","['terror', 'experiment', 'afterlife', 'paranormal', 'violence', 'death', 'evil', 'researcher', 'possesion']","['OliviaWilde', 'MarkDuplass', 'DonaldGlover', 'EvanPeters', 'SarahBolger']",DavidGelb,2015-01-29,2015.0,83.0,5.1,505,20.304235,medical researcher frank his fiancee zoe and their team have achieved the impossible they have found a way to revive the dead after a successful but unsanctioned experiment on a lifeless animal they are ready to make their work public however when their dean learns what they ve done he shuts them down zoe is killed during an attempt to recreate the experiment leading frank to test the process on her zoe is revived but something evil is within her thriller horror thriller horror thriller horror thriller horror thriller horror terror experiment afterlife paranormal violence death evil researcher possesion terror experiment afterlife paranormal violence death evil researcher possesion terror experiment afterlife paranormal violence death evil researcher possesion terror experiment afterlife paranormal violence death evil researcher possesion oliviawilde markduplass donaldglover evanpeters sarahbolger oliviawilde markduplass donaldglover evanpeters sarahbolger davidgelb davidgelb davidgelb davidgelb davidgelb davidgelb 2015
9327,The Nutty Professor,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.","['Fantasy', 'Comedy', 'Romance', 'ScienceFiction']","['overweight', 'overweightman', 'duringcreditsstinger']","['EddieMurphy', 'JadaPinkettSmith', 'JamesCoburn', 'LarryMiller', 'DaveChappelle']",TomShadyac,1996-06-26,1996.0,95.0,5.4,702,20.28119,eddie murphy stars as shy dr sherman klump a kind brilliant calorifically challenged genetic professor when beautiful carla purty joins the university faculty sherman grows desperate to whittle his 400 pound frame down to size and win her heart so with one swig of his experimental fat reducing serum sherman becomes buddy love a fast talking pumped up plumped down don juan fantasy comedy romance sciencefiction fantasy comedy romance sciencefiction fantasy comedy romance sciencefiction fantasy comedy romance sciencefiction fantasy comedy romance sciencefiction overweight overweightman duringcreditsstinger overweight overweightman duringcreditsstinger overweight overweightman duringcreditsstinger overweight overweightman duringcreditsstinger eddiemurphy jadapinkettsmith jamescoburn larrymiller davechappelle eddiemurphy jadapinkettsmith jamescoburn larrymiller davechappelle tomshadyac tomshadyac tomshadyac tomshadyac tomshadyac tomshadyac 1996
1969,Bandidas,"Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists.","['Action', 'Comedy', 'Western', 'Crime']","['mexico', 'bankrobber', 'revenge', 'bestfriend', 'bankrobbery', 'bankvault', 'steamlocomotive']","['PenélopeCruz', 'SalmaHayek', 'DwightYoakam', 'SteveZahn', 'DenisArndt']",JoachimRønning,2006-01-18,2006.0,93.0,5.8,307,20.27704,set in the late 19th century when a ruthless robber baron takes away everything they cherish a rough and tumble idealistic peasant and a sophisticated heiress embark on a quest for justice vengeance and a few good heists action comedy western crime action comedy western crime action comedy western crime action comedy western crime action comedy western crime mexico bankrobber revenge bestfriend bankrobbery bankvault steamlocomotive mexico bankrobber revenge bestfriend bankrobbery bankvault steamlocomotive mexico bankrobber revenge bestfriend bankrobbery bankvault steamlocomotive mexico bankrobber revenge bestfriend bankrobbery bankvault steamlocomotive pen lopecruz salmahayek dwightyoakam stevezahn denisarndt pen lopecruz salmahayek dwightyoakam stevezahn denisarndt joachimr nning joachimr nning joachimr nning joachimr nning joachimr nning joachimr nning 2006
162903,The Fifth Estate,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.","['Drama', 'Thriller']","['journalist', 'biography', 'internet', 'informationleak', 'activist']","['BenedictCumberbatch', 'DanielBrühl', 'AnthonyMackie', 'DavidThewlis', 'AliciaVikander']",BillCondon,2013-10-11,2013.0,128.0,5.7,364,20.267062,a look at the relationship between wikileaks founder julian assange and his early supporter and eventual colleague daniel domscheit berg and how the website s growth and influence led to an irreparable rift between the two friends drama thriller drama thriller drama thriller drama thriller drama thriller journalist biography internet informationleak activist journalist biography internet informationleak activist journalist biography internet informationleak activist journalist biography internet informationleak activist benedictcumberbatch danielbr hl anthonymackie davidthewlis aliciavikander benedictcumberbatch danielbr hl anthonymackie davidthewlis aliciavikander billcondon billcondon billcondon billcondon billcondon billcondon 2013
29917,Exam,The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,"['Thriller', 'Mystery']","['gun', 'room', 'suspicion', 'guard', 'pill', 'job', 'psychologist', 'disease', 'interrogation', 'candidate', 'narcissist', 'corporation']","['LukeMably', 'AdarBeck', 'ChrisCarey', 'GemmaChan', 'NathalieCox']",StuartHazeldine,2009-06-19,2009.0,101.0,6.6,523,20.265518,the final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel thriller mystery thriller mystery thriller mystery thriller mystery thriller mystery gun room suspicion guard pill job psychologist disease interrogation candidate narcissist corporation gun room suspicion guard pill job psychologist disease interrogation candidate narcissist corporation gun room suspicion guard pill job psychologist disease interrogation candidate narcissist corporation gun room suspicion guard pill job psychologist disease interrogation candidate narcissist corporation lukemably adarbeck chriscarey gemmachan nathaliecox lukemably adarbeck chriscarey gemmachan nathaliecox stuarthazeldine stuarthazeldine stuarthazeldine stuarthazeldine stuarthazeldine stuarthazeldine 2009
5902,A Bridge Too Far,Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,"['Drama', 'History', 'War']","['netherlands', 'worldwarii', 'panzer', 'britishsoldier']","['DirkBogarde', 'JamesCaan', 'MichaelCaine', 'SeanConnery', 'EdwardFox']",RichardAttenborough,1977-06-15,1977.0,175.0,6.9,207,20.256571,tells the story of operation market garden a failed attempt by the allies in the latter stages of wwii to end the war quickly by securing three bridges in holland allowing access over the rhine into germany a combination of poor allied intelligence and the presence of two crack german panzer divisions meant that the final part of this operation the bridge in arnhem over the rhine was doomed to failure drama history war drama history war drama history war drama history war drama history war netherlands worldwarii panzer britishsoldier netherlands worldwarii panzer britishsoldier netherlands worldwarii panzer britishsoldier netherlands worldwarii panzer britishsoldier dirkbogarde jamescaan michaelcaine seanconnery edwardfox dirkbogarde jamescaan michaelcaine seanconnery edwardfox richardattenborough richardattenborough richardattenborough richardattenborough richardattenborough richardattenborough 1977
4474,My Super Ex-Girlfriend,"When New York architect Matt Saunders dumps his new girlfriend Jenny Johnson - a smart, sexy and reluctant superhero known as G-Girl - she uses her powers to make his life a living hell!","['Fantasy', 'Drama', 'Action', 'Comedy', 'Crime', 'ScienceFiction']","['newyork', 'flying', 'ex-boyfriend', 'ex-girlfriend', 'disappointment', 'supernaturalpowers', 'shark']","['UmaThurman', 'LukeWilson', 'AnnaFaris', 'EddieIzzard', 'RainnWilson']",IvanReitman,2006-06-20,2006.0,95.0,4.8,442,20.252143,when new york architect matt saunders dumps his new girlfriend jenny johnson a smart sexy and reluctant superhero known as g girl she uses her powers to make his life a living hell fantasy drama action comedy crime sciencefiction fantasy drama action comedy crime sciencefiction fantasy drama action comedy crime sciencefiction fantasy drama action comedy crime sciencefiction fantasy drama action comedy crime sciencefiction newyork flying ex boyfriend ex girlfriend disappointment supernaturalpowers shark newyork flying ex boyfriend ex girlfriend disappointment supernaturalpowers shark newyork flying ex boyfriend ex girlfriend disappointment supernaturalpowers shark newyork flying ex boyfriend ex girlfriend disappointment supernaturalpowers shark umathurman lukewilson annafaris eddieizzard rainnwilson umathurman lukewilson annafaris eddieizzard rainnwilson ivanreitman ivanreitman ivanreitman ivanreitman ivanreitman ivanreitman 2006
9906,The Ant Bully,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.","['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","['ant', 'childhero', 'shrinking', 'ant-hill', 'children']","['JuliaRoberts', 'MerylStreep', 'NicolasCage', 'PaulGiamatti', 'BruceCampbell']",JohnA.Davis,2006-07-27,2006.0,88.0,5.5,366,20.239061,fed up with being targeted by the neighborhood bully 10 year old lucas nickle vents his frustrations on the anthill in his front yard until the insects shrink him to the size of a bug with a magic elixir convicted of crimes against the colony lucas can only regain his freedom by living with the ants and learning their ways fantasy adventure animation comedy family fantasy adventure animation comedy family fantasy adventure animation comedy family fantasy adventure animation comedy family fantasy adventure animation comedy family ant childhero shrinking ant hill children ant childhero shrinking ant hill children ant childhero shrinking ant hill children ant childhero shrinking ant hill children juliaroberts merylstreep nicolascage paulgiamatti brucecampbell juliaroberts merylstreep nicolascage paulgiamatti brucecampbell johna davis johna davis johna davis johna davis johna davis johna davis 2006
43347,Love & Other Drugs,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.","['Drama', 'Comedy', 'Romance']","['malenudity', 'femalenudity', 'letter', 'love', 'viagra', 'sexualfreedom', 'freespirit']","['JakeGyllenhaal', 'AnneHathaway', 'OliverPlatt', 'HankAzaria', 'GabrielMacht']",EdwardZwick,2010-11-22,2010.0,112.0,6.6,1233,20.236951,maggie an alluring free spirit who won t let anyone or anything tie her down but she meets her match in jamie whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales maggie and jamie s evolving relationship takes them both by surprise as they find themselves under the influence of the ultimate drug love drama comedy romance drama comedy romance drama comedy romance drama comedy romance drama comedy romance malenudity femalenudity letter love viagra sexualfreedom freespirit malenudity femalenudity letter love viagra sexualfreedom freespirit malenudity femalenudity letter love viagra sexualfreedom freespirit malenudity femalenudity letter love viagra sexualfreedom freespirit jakegyllenhaal annehathaway oliverplatt hankazaria gabrielmacht jakegyllenhaal annehathaway oliverplatt hankazaria gabrielmacht edwardzwick edwardzwick edwardzwick edwardzwick edwardzwick edwardzwick 2010
4806,Runaway Bride,"Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.","['Comedy', 'Romance']","['smalltown', 'self-discovery', 'justmarried', 'reporter', 'wedding', 'relationship']","['JuliaRoberts', 'RichardGere', 'JoanCusack', 'RitaWilson', 'HéctorElizondo']",GarryMarshall,1999-07-30,1999.0,116.0,5.7,455,20.230535,ike graham new york columnist writes his text always at the last minute this time a drunken man in his favourite bar tells ike about maggie carpenter a woman who always flees from her grooms in the last possible moment ike who does not have the best opinion about females anyway writes an offensive column without researching the subject thoroughly comedy romance comedy romance comedy romance comedy romance comedy romance smalltown self discovery justmarried reporter wedding relationship smalltown self discovery justmarried reporter wedding relationship smalltown self discovery justmarried reporter wedding relationship smalltown self discovery justmarried reporter wedding relationship juliaroberts richardgere joancusack ritawilson h ctorelizondo juliaroberts richardgere joancusack ritawilson h ctorelizondo garrymarshall garrymarshall garrymarshall garrymarshall garrymarshall garrymarshall 1999
9697,Lady in the Water,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.","['Drama', 'Thriller', 'Fantasy', 'Mystery']","['fortuneteller', 'religionandsupernatural', 'supernaturalpowers', 'mythicalcreature', 'hell', 'swimmingpool', 'nixe', 'aftercreditsstinger']","['PaulGiamatti', 'JeffreyWright', 'BobBalaban', 'SaritaChoudhury', 'CindyCheung']",M.NightShyamalan,2006-07-21,2006.0,110.0,5.3,409,20.219385,apartment building superintendent cleveland heep rescues what he thinks is a young woman from the pool he maintains when he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world drama thriller fantasy mystery drama thriller fantasy mystery drama thriller fantasy mystery drama thriller fantasy mystery drama thriller fantasy mystery fortuneteller religionandsupernatural supernaturalpowers mythicalcreature hell swimmingpool nixe aftercreditsstinger fortuneteller religionandsupernatural supernaturalpowers mythicalcreature hell swimmingpool nixe aftercreditsstinger fortuneteller religionandsupernatural supernaturalpowers mythicalcreature hell swimmingpool nixe aftercreditsstinger fortuneteller religionandsupernatural supernaturalpowers mythicalcreature hell swimmingpool nixe aftercreditsstinger paulgiamatti jeffreywright bobbalaban saritachoudhury cindycheung paulgiamatti jeffreywright bobbalaban saritachoudhury cindycheung m nightshyamalan m nightshyamalan m nightshyamalan m nightshyamalan m nightshyamalan m nightshyamalan 2006
20829,Funny People,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.","['Comedy', 'Drama']","['comedian', 'cancer', 'bromance', 'stand-upcomedian']","['AdamSandler', 'SethRogen', 'LeslieMann', 'EricBana', 'JonahHill']",JuddApatow,2009-07-31,2009.0,146.0,5.7,390,20.199057,famous and wealthy funnyman george simmons doesn t give much thought to how he treats people until a doctor delivers stunning health news forcing george to reevaluate his priorities with a little help from aspiring stand up comic ira comedy drama comedy drama comedy drama comedy drama comedy drama comedian cancer bromance stand upcomedian comedian cancer bromance stand upcomedian comedian cancer bromance stand upcomedian comedian cancer bromance stand upcomedian adamsandler sethrogen lesliemann ericbana jonahhill adamsandler sethrogen lesliemann ericbana jonahhill juddapatow juddapatow juddapatow juddapatow juddapatow juddapatow 2009
9882,The Siege,The secret US abduction of a suspected terrorist leads to a wave of terrorist attacks in New York that lead to the declaration of martial law.,"['Drama', 'Action', 'Thriller', 'Crime']","['islam', 'muslim', 'carbomb', 'fbiagent']","['DenzelWashington', 'AnnetteBening', 'BruceWillis', 'TonyShalhoub', 'SamiBouajila']",EdwardZwick,1998-11-06,1998.0,116.0,6.0,352,20.089933,the secret us abduction of a suspected terrorist leads to a wave of terrorist attacks in new york that lead to the declaration of martial law drama action thriller crime drama action thriller crime drama action thriller crime drama action thriller crime drama action thriller crime islam muslim carbomb fbiagent islam muslim carbomb fbiagent islam muslim carbomb fbiagent islam muslim carbomb fbiagent denzelwashington annettebening brucewillis tonyshalhoub samibouajila denzelwashington annettebening brucewillis tonyshalhoub samibouajila edwardzwick edwardzwick edwardzwick edwardzwick edwardzwick edwardzwick 1998
46503,All Good Things,"Newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in New York history.","['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']","['difficultchildhood', 'patriarch', 'childhoodtrauma', 'dysfunctionalmarriage']","['KirstenDunst', 'RyanGosling', 'KristenWiig', 'FrankLangella', 'LilyRabe']",AndrewJarecki,2010-12-03,2010.0,101.0,5.9,286,20.086645,newly discovered facts court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in new york history drama mystery thriller crime romance drama mystery thriller crime romance drama mystery thriller crime romance drama mystery thriller crime romance drama mystery thriller crime romance difficultchildhood patriarch childhoodtrauma dysfunctionalmarriage difficultchildhood patriarch childhoodtrauma dysfunctionalmarriage difficultchildhood patriarch childhoodtrauma dysfunctionalmarriage difficultchildhood patriarch childhoodtrauma dysfunctionalmarriage kirstendunst ryangosling kristenwiig franklangella lilyrabe kirstendunst ryangosling kristenwiig franklangella lilyrabe andrewjarecki andrewjarecki andrewjarecki andrewjarecki andrewjarecki andrewjarecki 2010
48340,Sanctum,"The 3-D action-thriller Sanctum, from executive producer James Cameron, follows a team of underwater cave divers on a treacherous expedition to the largest, most beautiful and least accessible cave system on Earth. When a tropical storm forces them deep into the caverns, they must fight raging water, deadly terrain and creeping panic as they search for an unknown escape route to the sea. Master diver Frank McGuire (Richard Roxburgh) has explored the South Pacific's Esa-ala Caves for months. But when his exit is cut off in a flash flood, Frank's team--including 17-year-old son Josh (Rhys Wakefield) and financier Carl Hurley (Ioan Gruffudd)--are forced to radically alter plans. With dwindling supplies, the crew must navigate an underwater labyrinth to make it out. Soon, they are confronted with the unavoidable question: Can they survive, or will they be trapped forever?","['Action', 'Thriller']","['cave', 'water', 'adventure']","['IoanGruffudd', 'RichardRoxburgh', 'AliceParkinson', 'DanielWyllie', 'AllisonCratchley']",AlisterGrierson,2011-02-03,2011.0,108.0,5.8,339,20.063165,the 3 d action thriller sanctum from executive producer james cameron follows a team of underwater cave divers on a treacherous expedition to the largest most beautiful and least accessible cave system on earth when a tropical storm forces them deep into the caverns they must fight raging water deadly terrain and creeping panic as they search for an unknown escape route to the sea master diver frank mcguire richard roxburgh has explored the south pacific s esa ala caves for months but when his exit is cut off in a flash flood frank s team including 17 year old son josh rhys wakefield and financier carl hurley ioan gruffudd are forced to radically alter plans with dwindling supplies the crew must navigate an underwater labyrinth to make it out soon they are confronted with the unavoidable question can they survive or will they be trapped forever action thriller action thriller action thriller action thriller action thriller cave water adventure cave water adventure cave water adventure cave water adventure ioangruffudd richardroxburgh aliceparkinson danielwyllie allisoncratchley ioangruffudd richardroxburgh aliceparkinson danielwyllie allisoncratchley alistergrierson alistergrierson alistergrierson alistergrierson alistergrierson alistergrierson 2011
22798,Whip It,"In Bodeen, Texas, Land Of The Dragon, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",['Drama'],"['sport', 'rollerderby', 'duringcreditsstinger', 'womandirector']","['EllenPage', 'AliaShawkat', 'KristenWiig', 'DrewBarrymore', 'ShannonEagen']",DrewBarrymore,2009-09-13,2009.0,111.0,6.7,357,20.05902,in bodeen texas land of the dragon an indie rock loving misfit finds a way of dealing with her small town misery after she discovers a roller derby league in nearby austin drama drama drama drama drama sport rollerderby duringcreditsstinger womandirector sport rollerderby duringcreditsstinger womandirector sport rollerderby duringcreditsstinger womandirector sport rollerderby duringcreditsstinger womandirector ellenpage aliashawkat kristenwiig drewbarrymore shannoneagen ellenpage aliashawkat kristenwiig drewbarrymore shannoneagen drewbarrymore drewbarrymore drewbarrymore drewbarrymore drewbarrymore drewbarrymore 2009
72113,Carnage,"After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner.","['Comedy', 'Drama']","['flat', 'mobilephone', 'hamster', 'insult', 'darkcomedy', 'writer', 'tulips', 'meeting', 'puke', 'pants', 'liberal']","['KateWinslet', 'JodieFoster', 'ChristophWaltz', 'JohnC.Reilly', 'ElvisPolanski']",RomanPolanski,2011-09-16,2011.0,80.0,7.0,738,20.011435,after 11 year old zachary cowan strikes his classmate across the face with a stick after an argument the victim s parents invite zachary s parents to their brooklyn apartment to deal with the incident in a civilized manner comedy drama comedy drama comedy drama comedy drama comedy drama flat mobilephone hamster insult darkcomedy writer tulips meeting puke pants liberal flat mobilephone hamster insult darkcomedy writer tulips meeting puke pants liberal flat mobilephone hamster insult darkcomedy writer tulips meeting puke pants liberal flat mobilephone hamster insult darkcomedy writer tulips meeting puke pants liberal katewinslet jodiefoster christophwaltz johnc reilly elvispolanski katewinslet jodiefoster christophwaltz johnc reilly elvispolanski romanpolanski romanpolanski romanpolanski romanpolanski romanpolanski romanpolanski 2011
